Profile ID;Organisation;Location;Work Category;
26528;Action for Improving Mankind;Tamil Nadu, Chennai;Social Welfare , Social Welfare;
10960;Action For India;Delhi, Delhi;Volunteer Management;
11320;Action for Integrated Development;Madhya Pradesh, Bhopal;Education - Literacy , Rural Development;
20956;Action For Integrated Development Of India;Orissa, Khurdha;Social Welfare;
490;action for integrated rural and tribal development and social service society;Andhra Pradesh, Guntur;Community Development , Education - Literacy , Medical - HIV / AIDs;
420;Action for Integrated Rural and Tribal Development Social Service Society;Andhra Pradesh, Guntur;Rural Development;
39250;Action For Poor And Rural Development Society;Karnataka, Kolar (KGF);Social Welfare;
21420;Action for Protection of Wild Animals;Orissa, Others;Afforestation , Animal Welfare , Capacity Building;
28456;Action for Rehabilitation Reconstruction,Education and Development Support Trust;Tamil Nadu, Karur;Children - Education , Social Welfare;
7804;Action for Resource Development in Health-Education by Youth Association;Delhi, Delhi;Children - Education;
30268;Action For Rural Awareness;Tamil Nadu, Salem;Social Welfare , Social Welfare;
1296;Action for Rural Community Health Awareness Network Association;Andhra Pradesh, Medak;Children - Education , Children - Orphanages , Women - Widows;
30024;Action for Rural Empowerment Network;Tamil Nadu, Rajapalayam;Human Rights;
30030;Action for Rural empowerment Network;Tamil Nadu, Rajapalayam;Community Development;
1590;Action for Rural Improvement and Social Enlightment;Andhra Pradesh, Srikakulam;Rural Development;
27738;Action for Rural Improvement Service and Tranining Organisation;Tamil Nadu, Dindigul;Social Welfare , Social Welfare;
32688;Action for rural Integration and Social Education;Tamil Nadu, Virudhunagar;Social Welfare , Social Welfare;
27618;Action for Rural Upliftment and Voice for social Integration (ARUVI) Trust;Tamil Nadu, Dindigul;Education - Literacy , Environment , Women;
7806;Action For Self Reliance & Alternative;Delhi, Delhi;Children - Education;
17992;Action for Self Reliance Hope and Awareness;Maharashtra, Pune;Empowerment , Women;
17538;Action For Self-reliance Hope  &awareness;Maharashtra, Pune;Social Welfare;
17688;Action For Self-reliance Hope&awareness;Maharashtra, Pune;Children - Education , Social Welfare;
39252;Action For Social & Education Development Association;Karnataka, Kolar (KGF);Social Welfare;
11322;Action for Social Advancement;Madhya Pradesh, Bhopal;Agriculture , Microfinance , Rural Development;
7316;Action For Social And Human Awareness (ASHA);Delhi, Delhi;Children , Women;
21820;Action For Social Human Alme;Orissa, Rayagada;Community Development;
27820;Action For Water And Rural Development;Tamil Nadu, Erode;Social Welfare , Social Welfare;
27826;Action For Water And Rural Development;Tamil Nadu, Erode;Social Welfare , Social Welfare;
27142;Action for Welfare and Awakening in Rural Development;Tamil Nadu, Cuddalore;Social Welfare , Social Welfare;
796;Action for Welfare and Awakening in Rural Environment - AWARE;Andhra Pradesh, Hyderabad;Children , Rural Development , Women;
202;Action for Welfare and Awakening in Rural Environment Association - AWARE;Andhra Pradesh;Disabilities , Education - Literacy , Women;
2386;Action Group For Citizens Rights;Bihar, Patna;Agriculture , Holistic Development , Rural Development;
33538;Action Group for Right to Information;Uttar Pradesh, Lucknow;Governance , Human Rights , Right to Information ( RTI );
31780;Action Group for Rural Organisation;Tamil Nadu, Tirunelveli;Environment , Rural Development;
2266;ACTION GROUP FOR SOCIAL CHANGE;Bihar, Muzaffarpur;Community Development , Empowerment , Social Welfare;
3148;action health & education Society;Chhattisgarh, Raipur;Agriculture , Business - NGO Products , Education - Literacy;
10658;Action in Community and Training (ACT);Delhi, Delhi;Children , Self Help Groups , Women;
30292;Action in Disabilities India - AID India;Tamil Nadu, Sathankulam;Disabilities , Empowerment , Rural Development;
7808;Action in Gender Justice and Empowerment;Delhi, Delhi;Social Welfare;
1586;Action in Rural Technology and Service [ARTS];Andhra Pradesh, Srikakulam;Community Development;
7812;Action India;Delhi, Delhi;Children - Education;
7810;Action India;Delhi, Delhi;Children - Education;
7248;Action India;Delhi, Delhi;Capacity Building , Self Help Groups , Women;
23914;Action India Samiti;Rajasthan, Udaipur;Community Development , Community Development , Social Welfare;
10660;Action Institute for Literacy and Human Resource Development;Delhi, Delhi;Education - Literacy;
2114;Action Northeast Trust, The ( The ANT);Assam, Others;Urban Development;
27876;ACTION OF HUMAN MOVEMENT(AHM);Tamil Nadu, Kancheepuram;Community Development , Social Welfare;
7814;Action of Students and Youth for Awareness & Development;Delhi, Delhi;Social Welfare;
36488;Action on Disability and Development;Karnataka, Bangalore;Disabilities;
24014;Action Research & Trainning for Health Society;Rajasthan, Udaipur;Community Centre , Medical - Health;
20958;Action Research And Orientation Of Human Values Through Experiment &Entertainment(arohee);Orissa, Khurdha;Social Welfare;
31990;Action Research And Training For Integrated Social Reform;Tamil Nadu, Trichy;Social Welfare , Social Welfare;
35450;Action Research and Training Institute (ARTI);Himachal Pradesh, Soghi;Social Welfare , Social Welfare;
18570;Action Research Centre;Maharashtra, Thane;Behavioural Sciences , Medical - HIV / AIDs , Women;
19536;Action Research For Health And Socio Economic Development;Orissa, Balangir;Children - Education;
36192;Action Service Hope For AIDS;Karnataka, Bangalore;Children , Medical - HIV / AIDs , Women;
28466;Action Trust;Tamil Nadu, Katpadi;Social Welfare , Social Welfare;
17962;Action-Oriented Research for People & Nature;Maharashtra, Pune;Community Development , Empowerment , Environment;
14228;Actionaid India - Mumbai;Maharashtra, Mumbai, Chunabhatti;Children;
18174;Active Friend's Circle;Maharashtra, Ratnagiri;Social Welfare;
18178;Active Friend's Circle;Maharashtra, Ratnagiri;Social Welfare , Social Welfare;
31934;Activists for Social Alternatives;Tamil Nadu, Trichy;Education - Literacy , Medical - Heart;
31880;Activities For Social Alternatives (asa);Tamil Nadu, Trichy;Social Welfare , Social Welfare;
26530;Acts India Missionary Ministries;Tamil Nadu, Chennai;Social Welfare , Social Welfare;
26122;Acts of Mercy;Tamil Nadu, Chennai;Children - Street Children , Vocational Training , Women - Widows;
742;Acumen Trust;Andhra Pradesh, Hyderabad;Social Welfare;
33366;Acumenz Institute of Information Technology;Uttar Pradesh, Lakhimpur(Kheri);Education - Literacy , ICT - Information and Communication Technology , Medical - Thalassaemia;
30086;Acwerk Rural Development Foundation;Tamil Nadu, Salem;Education - Slow Learners , Medical - Services , Rural Development;
30272;Acwerk Rural Development Foundation;Tamil Nadu, Salem;Children - Education , Social Welfare;
6428;Adaa - Apni Duniya Apna Ashiana - for street children;Haryana;Children;
7816;Adaan Foundation;Delhi, Delhi;Social Welfare;
30804;Adaikala Matha Education Health & Charitable Trust;Tamil Nadu, Thenkasi;Children - Education , Social Welfare;
31846;Adaikalam foundation;Tamil Nadu, Tiruppur;Children , Medical - HIV / AIDs , Vocational Training;
26444;adaikalam trust;Tamil Nadu, Chennai;Children - Slums , Vocational Training , Women;
29742;Adaikalapuram Missionary Society;Tamil Nadu, Others;Children - Education , Spiritual Development;
26972;Adaiyaalam - The Centre for Research & Community Development;Tamil Nadu, Coimbatore;Children - Education , Community Development;
14300;ADAPT - Centre for Special Education;Maharashtra, Mumbai;Disabilities - Physically - Challenged;
14560;ADAPT - Community Services;Maharashtra, Mumbai, Dharavi;Children;
14094;ADAPT - National Job Development Centre: Chembur;Maharashtra, Mumbai, Chembur;Capacity Building;
13856;ADAPT(formerly The Spastics Society of India);Maharashtra, Mumbai, Bandra (W);Disabilities;
20960;Adarsa Sikshya Kendra;Orissa, Khurdha;Children - Education;
11684;Adarsh Aakar Social Welfare Society;Madhya Pradesh, Dewas;Children - Education , Social Welfare , Women;
20962;Adarsh Avijan;Orissa, Khurdha;Social Welfare;
23468;Adarsh Bal Niketan Sansthan;Rajasthan, Jhunjhunu;Children;
41106;Adarsh Charitable Trust;Kerala, Kollam;Children;
21480;Adarsh Charitable Trust, Khallikote;Orissa, Phulbani;Children - Education , Community Development , Social Welfare;
194;Adarsh community development trust;Andhra Pradesh, Anantapur;Children , Community Development , Women;
13130;Adarsh Education Society;Maharashtra, Jalgaon;Education - Literacy;
4558;Adarsh Education Society;Gujarat, Baroda;Children , Disabilities;
11828;Adarsh Gram Nirman Sansthan;Madhya Pradesh, Hoshangabad;Social Welfare , Social Welfare;
6364;Adarsh Gram Udyog Samiti;Haryana, Kaithal;Education - Literacy , Environment , Medical - HIV / AIDs;
16790;Adarsh Gramin Vikas Sanstha;Maharashtra, Nanded;Social Welfare;
16792;Adarsh Gramin Vikas Sanstha;Maharashtra, Nanded;Social Welfare , Social Welfare;
23110;Adarsh Gyan Mandir Sansthan;Rajasthan, Jaipur;Art and Culture , Education - Literacy , Medical - Health;
33616;adarsh harijan thata nirdhan mahila silai sisha kender sanst;Uttar Pradesh, Lucknow;Agriculture , Human Rights , Medical - Health;
6206;Adarsh Kalyan Sewa Samiti;Haryana;Education - Literacy , Environment , Medical - Health;
13332;Adarsh Khadi and Village Industries Development Society;Maharashtra, Latur;Social Welfare;
13340;Adarsh Khadi and Village Industries Development Society;Maharashtra, Latur;Children - Education , Social Welfare;
33892;Adarsh Kishan Club;Uttar Pradesh, Varanasi;Children;
22244;Adarsh Kusht Ashram;Punjab, Gurdaspur;Social Welfare , Social Welfare;
12382;Adarsh Lok Kalyan(Alok) Sansthan;Madhya Pradesh, Satna;Social Welfare , Social Welfare;
13378;Adarsh Mahila Griha Udyog, Latur;Maharashtra, Latur;Children - Education , Social Welfare;
11742;Adarsh Mahila Samaj Seva Shiksha Samitee;Madhya Pradesh, Gwalior;Social Welfare , Social Welfare;
35524;Adarsh Nari Sudhar Centre;Jammu and Kashmir, Jammu;Social Welfare , Social Welfare;
5226;Adarsh Pragati Yuvak Mandal;Gujarat, Kheda;Social Welfare , Social Welfare;
2788;ADARSH PRAHARI SAMAJ SEVI SANSTHA;Chhattisgarh, Ambikapur;Community Development , Self - Employment , Social Welfare;
3194;Adarsh Prahari Samaj Sevi Sanstha;Chhattisgarh, Sarguja;Social Welfare , Social Welfare;
22590;Adarsh Public School Shiksha Samiti;Rajasthan, Alwar;Children - Education;
6246;adarsh rural development society;Haryana;Children - Education , Networks;
2180;Adarsh Samaj Nirman Samiti;Bihar, Arah;Agriculture , Children - Education , Rural and Urban Development;
2184;Adarsh Samaj Nirman Samiti;Bihar, Arah;Children , Citizen Groups , Women;
6200;Adarsh Samaj Sahyog Samiti;Haryana;Social Welfare;
2912;Adarsh samaj swapn Sakar Santha;Chhattisgarh;Environment , Legal Aid , Rural Development;
6422;Adarsh Saraswati Shiksha Samiti;Haryana, Sonepat;Education - Literacy , Rural Development , Senior Citizens;
22418;Adarsh Seva Samiti;Punjab, Ropar;Social Welfare , Social Welfare;
33106;adarsh seva sansthan;Uttar Pradesh, Faizabad;Children , Children - Education , Social Welfare;
22616;ADARSH SEWA SANSTHAN;Rajasthan, Alwar;Children , Community Development;
24006;Adarsh Shiksha Samiti;Rajasthan, Udaipur;Education - Literacy , Medical - Health;
23924;Adarsh Siksha Samiti;Rajasthan, Udaipur;Education - Literacy , Medical - Reproductive Health , Rural Development;
11988;Adarsh Sishu Vihar;Madhya Pradesh, Indore;Children - Education , Social Welfare;
23408;Adarsh Van Shramik Theka;Rajasthan, Jhalore;Social Welfare;
22562;Adarsh Vidhya Niketan Sansthan;Rajasthan, Alwar;Children - Education;
5852;Adarsh Yuvak Mandal;Gujarat, Savarkundla;Social Welfare;
242;Adarsha Community Development Society;Andhra Pradesh, Chittoor;Community Development , Rural Development;
38268;Adarsha Education Society;Karnataka, Bellary;Children - Education;
1112;Adarsha Educational & Rural Development Society;Andhra Pradesh, Krishna;Children - Orphanages , Rural Development;
390;Adarsha Rural Development Society;Andhra Pradesh, Guntur;Women , Youth;
6288;Adarsha Rural Development Society;Haryana;Education - Literacy , Environment , Women;
1166;Adarsha Rural Health and Economic Development Society;Andhra Pradesh, Krishna;Community Development , Medical - HIV / AIDs , Women;
20630;Adarsha Seva Sangathan;Orissa, Dhenkanal;Social Welfare;
36030;Adarsha Women Development Association;Karnataka, Bagalkot;Women;
14148;Adarshmay Charitable Trust;Maharashtra, Mumbai, Chembur;Children - Education , Medical - Health;
15572;Additional Observation Home;Maharashtra, Mumbai, Mankhurd;Children - Education , Children - Orphanages;
26532;Addres Centre;Tamil Nadu, Chennai;Children - Education , Social Welfare;
22112;Adecom Network;Pondicherry, Pondicherry;Art and Culture , Education - Literacy;
16060;ADHAAR FOUNDATION;Maharashtra, Mumbai, Santacruz (E);Ambulance , Legal Aid , Sports;
19626;Adhar - Orissa;Orissa, Balangir;Self - Employment;
18748;Adhar - Thane;Maharashtra, Thane;Disabilities - Mentally - Challenged;
12924;Adhar Mahila Mandal,Buldana;Maharashtra, Buldhana;Social Welfare;
12818;Adhar Samajik Sanstha;Maharashtra, Aurangabad;Art and Culture , Rural and Urban Development , Social Welfare;
11990;Adhar Seva Kendra;Madhya Pradesh, Indore;Social Welfare , Social Welfare;
18960;adhar seva sanstha;Maharashtra, Ulhasnagar;Community Development , Disaster Management , Social Welfare;
16888;Adharashram;Maharashtra, Nasik;Social Welfare;
16892;Adharashram;Maharashtra, Nasik;Children - Education , Social Welfare;
1144;Adharsha Social Service Trust;Andhra Pradesh, Krishna;Rural Development;
10802;Adharshila;Delhi, Delhi;Children - Slums , Medical - HIV / AIDs , Medical - Health;
33576;Adharshila Samajik Evam Sanskritik Vikas Sansthan;Uttar Pradesh, Lucknow;Children - Education;
7818;Adhikaar;Delhi, Delhi;Social Welfare;
6260;Adhikaar-The Rights Path;Haryana;Consumer Rights , Human Rights , Women;
20004;Adhikar;Orissa, Bhubaneshwar;Empowerment , Microfinance , Self Help Groups;
23794;adhikar sansthan;Rajasthan, Sriganganagar;Environment - Asbestos Dangers , Human Rights , Legal Aid;
28094;Adhiparasakthi Charitable Medical Education And Cultural Trust;Tamil Nadu, Kanchipuram;Social Welfare , Social Welfare;
18144;Adhish;Maharashtra, Pune;Sports;
15160;Adhishthana Charitable Trust;Maharashtra, Mumbai, Kandivali (W);Children - Education , Community Centre;
12966;Adhunik Kisan Shikshan Saunstha;Maharashtra, Chandrapur;Community Development;
12970;Adhunik Kisan Shikshan Saunstha;Maharashtra, Chandrapur;Children - Education , Social Welfare;
34030;Adhunik Shiksha Prasar Samiti;Uttaranchal, Dehradun;Education - Literacy , Medical - Health;
33250;Adhunik Shiksha Prasar Samiti;Uttar Pradesh, Jhansi;Business - Marketing , Education - Literacy , Education - Slow Learners;
20042;Adhwana;Orissa, Bhubaneshwar;Agriculture , Disaster Management , Environment;
568;Adhya Educational Society;Andhra Pradesh, Hyderabad;Children - Education , Children - Orphanages , Community Development;
37012;adhyapana trust, the;Karnataka, Bangalore;Education - Literacy , Empowerment , Library;
7820;Adhyatma Kalyan Parishad;Delhi, Delhi;Social Welfare;
7760;Adhyatma Kalyan Parishad;Delhi, Delhi;Children - Education;
3422;Adhyatma Vidya Mandir Trust;Gujarat, Ahmedabad;Children - Education;
3764;Adhyatmik Antarik Mandal;Gujarat, Ahmedabad;Social Welfare;
7822;Adhyatmik Sadhana Sangh;Delhi, Delhi;Social Welfare;
7824;Adhyatmik Sahcharya Sanstha;Delhi, Delhi;Social Welfare;
10664;Adi Gram Samiti;Delhi, Delhi;Children , Environment , Women;
13034;Adi Janta Vidya Prasharak Mandal;Maharashtra, Dhule;Children - Education;
21488;Adibasi Cultural Society;Orissa, Phulbani;Social Welfare;
21822;Adibasi Kalyan Parishad;Orissa, Rayagada;Social Welfare;
35134;Adibasi Palli Unnayan Sangtha;West Bengal, Puruliya;Agriculture , Children - Education , Community Development;
21550;Adibasi Sanskruti Gabesanga Parishad;Orissa, Puri;Social Welfare;
11848;Adibasi Sevashram Trust;Madhya Pradesh, Indore;Social Welfare , Social Welfare;
39760;Adichunchanagiri Shikshana Trust;Karnataka, Mandya;Education - Literacy , Medical - Services , Spiritual Development;
40456;Adike Patrike;Karnataka, Puttur;Agriculture;
11704;Adim Jati Jagrati Manch;Madhya Pradesh, Dhar;Social Welfare , Social Welfare;
2976;Adim Jati Sevak Sangh;Chhattisgarh, Kanker;Social Welfare , Social Welfare;
26534;Adinath Jain Trust;Tamil Nadu, Chennai;Children - Education , Social Welfare;
7826;Adishakti Laboratory For The Theatre Art Research Public Charitable Trust;Delhi, Delhi;Children - Education;
15042;Adishakti Yuva Mitra Mandal;Maharashtra, Mumbai, Jogeshwari (W);Youth;
29358;ADITI Foundation;Tamil Nadu, Madurai;Children - Education , Empowerment , Women;
3154;Aditi Samaj Sewi Sanstha;Chhattisgarh, Raipur;Disabilities , Environment , Women;
23172;aditi social and technical organisation jaipur,kuchaman city;Rajasthan, Jaipur;Education - Literacy , Empowerment , Medical - Mobile Clinics;
3114;Aditit Samaj Sewi Sanstha;Chhattisgarh, Raipur;Social Welfare , Social Welfare;
12890;aditya bahuudeshiy sanstha bhandara;Maharashtra, Bhandara;Education - Literacy , Medical - HIV / AIDs , Vocational Training;
